,Datum,RGSCode,RGSName,Geschlecht,Altersgruppe,Berufs4Steller,Berufs4StellerBez,BESTAND,Alter_von,Alter_bis
15218,2019-01-31,611,Murau,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
15243,2019-01-31,613,Knittelfeld,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
15369,2019-01-31,614,Leibnitz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
15388,2019-01-31,614,Leibnitz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
15425,2019-01-31,614,Leibnitz,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
15471,2019-01-31,614,Leibnitz,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
15509,2019-01-31,614,Leibnitz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
15538,2019-01-31,614,Leibnitz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
15571,2019-01-31,614,Leibnitz,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
15634,2019-01-31,616,Leoben,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
15657,2019-01-31,616,Leoben,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
15681,2019-01-31,616,Leoben,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
15770,2019-01-31,616,Leoben,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),7,0,19
15793,2019-01-31,616,Leoben,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
15812,2019-01-31,616,Leoben,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
15869,2019-01-31,618,Liezen,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
15930,2019-01-31,618,Liezen,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
15981,2019-01-31,618,Liezen,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
16091,2019-01-31,621,Mürzzuschlag,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
16107,2019-01-31,621,Mürzzuschlag,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
16117,2019-01-31,621,Mürzzuschlag,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
16148,2019-01-31,621,Mürzzuschlag,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
16184,2019-01-31,621,Mürzzuschlag,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
16200,2019-01-31,621,Mürzzuschlag,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
16273,2019-01-31,622,Voitsberg,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
16298,2019-01-31,622,Voitsberg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
16389,2019-01-31,622,Voitsberg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
16489,2019-01-31,623,Weiz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
16544,2019-01-31,623,Weiz,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
16557,2019-01-31,623,Weiz,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
16596,2019-01-31,623,Weiz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
16633,2019-01-31,623,Weiz,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
16690,2019-01-31,630,Graz-West und Umgebung,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),9,0,19
16747,2019-01-31,630,Graz-West und Umgebung,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),7,20,24
16793,2019-01-31,630,Graz-West und Umgebung,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
16926,2019-01-31,630,Graz-West und Umgebung,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
17045,2019-01-31,630,Graz-West und Umgebung,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),10,0,19
17125,2019-01-31,630,Graz-West und Umgebung,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),6,20,24
17185,2019-01-31,630,Graz-West und Umgebung,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
17444,2019-01-31,631,Graz-Ost,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
17477,2019-01-31,631,Graz-Ost,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
17563,2019-01-31,631,Graz-Ost,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
17601,2019-01-31,631,Graz-Ost,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
17694,2019-01-31,631,Graz-Ost,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
17730,2019-01-31,631,Graz-Ost,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
17772,2019-01-31,631,Graz-Ost,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
17815,2019-01-31,631,Graz-Ost,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
17935,2019-01-31,631,Graz-Ost,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
17949,2019-01-31,701,Imst,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
17995,2019-01-31,701,Imst,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
18010,2019-01-31,701,Imst,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
18049,2019-01-31,702,Innsbruck,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
18072,2019-01-31,702,Innsbruck,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
18103,2019-01-31,702,Innsbruck,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
18132,2019-01-31,702,Innsbruck,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
18162,2019-01-31,702,Innsbruck,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),3,35,39
18210,2019-01-31,702,Innsbruck,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),3,45,49
18235,2019-01-31,702,Innsbruck,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),3,50,54
18277,2019-01-31,702,Innsbruck,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
18315,2019-01-31,702,Innsbruck,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
18352,2019-01-31,702,Innsbruck,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),4,25,29
18393,2019-01-31,702,Innsbruck,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
18427,2019-01-31,702,Innsbruck,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),11,35,39
18468,2019-01-31,702,Innsbruck,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),3,40,44
18494,2019-01-31,702,Innsbruck,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
18529,2019-01-31,702,Innsbruck,Männer,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
18532,2019-01-31,702,Innsbruck,Männer,60 bis 64 Jahre,B9999,unbestimmt (nur Pst),1,60,64
18604,2019-01-31,705,Kufstein,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
18633,2019-01-31,705,Kufstein,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
18731,2019-01-31,705,Kufstein,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
18752,2019-01-31,705,Kufstein,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
18776,2019-01-31,705,Kufstein,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
18859,2019-01-31,706,Landeck,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
18867,2019-01-31,706,Landeck,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
18889,2019-01-31,707,Lienz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
18939,2019-01-31,707,Lienz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
18949,2019-01-31,707,Lienz,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
19032,2019-01-31,709,Schwaz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
19087,2019-01-31,709,Schwaz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
19114,2019-01-31,709,Schwaz,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
19175,2019-01-31,801,Bludenz,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
19237,2019-01-31,801,Bludenz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
19368,2019-01-31,802,Bregenz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
19391,2019-01-31,802,Bregenz,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
19529,2019-01-31,802,Bregenz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
19569,2019-01-31,802,Bregenz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
19599,2019-01-31,802,Bregenz,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
19617,2019-01-31,802,Bregenz,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
19668,2019-01-31,802,Bregenz,Männer,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
19692,2019-01-31,804,Dornbirn,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
19781,2019-01-31,804,Dornbirn,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
19843,2019-01-31,804,Dornbirn,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
19875,2019-01-31,804,Dornbirn,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
19989,2019-01-31,805,Feldkirch,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
20019,2019-01-31,805,Feldkirch,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
20139,2019-01-31,805,Feldkirch,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
20168,2019-01-31,805,Feldkirch,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
20210,2019-01-31,805,Feldkirch,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
20232,2019-01-31,805,Feldkirch,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
20260,2019-01-31,805,Feldkirch,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
20568,2019-01-31,958,Wien Johnstraße,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
21119,2019-01-31,959,Wien Hauffgasse,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
22579,2019-01-31,961,Wien Dresdner Straße,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
22709,2019-01-31,961,Wien Dresdner Straße,Männer,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
24037,2019-01-31,964,Wien Favoritenstraße,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
24095,2019-01-31,964,Wien Favoritenstraße,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
24151,2019-01-31,964,Wien Favoritenstraße,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
24381,2019-01-31,964,Wien Favoritenstraße,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
25150,2019-01-31,965,Wien Schönbrunner Straße,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
25329,2019-01-31,965,Wien Schönbrunner Straße,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
25836,2019-01-31,966,Wien Hietzinger Kai,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
25883,2019-01-31,966,Wien Hietzinger Kai,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
26008,2019-01-31,966,Wien Hietzinger Kai,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
26180,2019-01-31,967,Wien Huttengasse,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
26294,2019-01-31,967,Wien Huttengasse,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
26438,2019-01-31,967,Wien Huttengasse,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
26503,2019-01-31,967,Wien Huttengasse,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
26721,2019-01-31,967,Wien Huttengasse,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
27290,2019-01-31,968,Wien Schloßhofer Straße,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
28258,2019-01-31,970,Wien Jugendliche,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),52,0,19
28337,2019-01-31,970,Wien Jugendliche,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),6,20,24
28441,2019-01-31,970,Wien Jugendliche,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),40,0,19
28538,2019-01-31,970,Wien Jugendliche,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),9,20,24
28554,2019-02-28,101,Eisenstadt,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
28818,2019-02-28,102,Mattersburg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
28966,2019-02-28,103,Neusiedl am See,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
29807,2019-02-28,202,Hermagor,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
29856,2019-02-28,203,Klagenfurt,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
29891,2019-02-28,203,Klagenfurt,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
29917,2019-02-28,203,Klagenfurt,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
29944,2019-02-28,203,Klagenfurt,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
29991,2019-02-28,203,Klagenfurt,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
30011,2019-02-28,203,Klagenfurt,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
30043,2019-02-28,203,Klagenfurt,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
30120,2019-02-28,203,Klagenfurt,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),4,20,24
30178,2019-02-28,203,Klagenfurt,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
30222,2019-02-28,203,Klagenfurt,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
30258,2019-02-28,203,Klagenfurt,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
30282,2019-02-28,204,Spittal/Drau,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
30686,2019-02-28,206,Villach,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
30737,2019-02-28,206,Villach,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
30856,2019-02-28,206,Villach,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
31257,2019-02-28,208,Wolfsberg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
31433,2019-02-28,301,Amstetten,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
31456,2019-02-28,301,Amstetten,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
31518,2019-02-28,301,Amstetten,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
31593,2019-02-28,301,Amstetten,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
31732,2019-02-28,304,Baden neu,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),8,0,19
31771,2019-02-28,304,Baden neu,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),6,20,24
31796,2019-02-28,304,Baden neu,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
31845,2019-02-28,304,Baden neu,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
31865,2019-02-28,304,Baden neu,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
31887,2019-02-28,304,Baden neu,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
31907,2019-02-28,304,Baden neu,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
31918,2019-02-28,304,Baden neu,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
31949,2019-02-28,304,Baden neu,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),12,0,19
31997,2019-02-28,304,Baden neu,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
32019,2019-02-28,304,Baden neu,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
32057,2019-02-28,304,Baden neu,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
32145,2019-02-28,306,Bruck/Leitha,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
32156,2019-02-28,306,Bruck/Leitha,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
32197,2019-02-28,306,Bruck/Leitha,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
32237,2019-02-28,306,Bruck/Leitha,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),8,0,19
32280,2019-02-28,306,Bruck/Leitha,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
32287,2019-02-28,306,Bruck/Leitha,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
32329,2019-02-28,308,Gänserndorf,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
32361,2019-02-28,308,Gänserndorf,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
32403,2019-02-28,308,Gänserndorf,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
32546,2019-02-28,308,Gänserndorf,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
32737,2019-02-28,311,Gmünd,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
32822,2019-02-28,311,Gmünd,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
32856,2019-02-28,312,Hollabrunn,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
32870,2019-02-28,312,Hollabrunn,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
32954,2019-02-28,312,Hollabrunn,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
33033,2019-02-28,313,Horn,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
33044,2019-02-28,313,Horn,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
33095,2019-02-28,313,Horn,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
33103,2019-02-28,313,Horn,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),4,20,24
33168,2019-02-28,314,Korneuburg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
33184,2019-02-28,314,Korneuburg,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
33240,2019-02-28,314,Korneuburg,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
33311,2019-02-28,314,Korneuburg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),11,0,19
33444,2019-02-28,315,Krems,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
33600,2019-02-28,315,Krems,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
33624,2019-02-28,315,Krems,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
33717,2019-02-28,316,Lilienfeld,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
33729,2019-02-28,316,Lilienfeld,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
33740,2019-02-28,316,Lilienfeld,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
33747,2019-02-28,316,Lilienfeld,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
33761,2019-02-28,316,Lilienfeld,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
33794,2019-02-28,316,Lilienfeld,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
33826,2019-02-28,316,Lilienfeld,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
33980,2019-02-28,317,Melk,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
34098,2019-02-28,319,Mistelbach,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
34118,2019-02-28,319,Mistelbach,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
34134,2019-02-28,319,Mistelbach,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
34183,2019-02-28,319,Mistelbach,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
34221,2019-02-28,319,Mistelbach,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
34324,2019-02-28,321,Mödling,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
34345,2019-02-28,321,Mödling,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
34435,2019-02-28,321,Mödling,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
34496,2019-02-28,321,Mödling,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),9,0,19
34534,2019-02-28,321,Mödling,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
34551,2019-02-28,321,Mödling,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
34656,2019-02-28,323,Neunkirchen,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
34687,2019-02-28,323,Neunkirchen,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
34961,2019-02-28,326,St. Pölten,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
34997,2019-02-28,326,St. Pölten,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
35020,2019-02-28,326,St. Pölten,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
35050,2019-02-28,326,St. Pölten,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
35211,2019-02-28,326,St. Pölten,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
35252,2019-02-28,326,St. Pölten,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
35453,2019-02-28,328,Scheibbs,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
35485,2019-02-28,328,Scheibbs,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
35514,2019-02-28,328,Scheibbs,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
35569,2019-02-28,329,Schwechat,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
35706,2019-02-28,329,Schwechat,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
35838,2019-02-28,331,Tulln,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
35863,2019-02-28,331,Tulln,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
35879,2019-02-28,331,Tulln,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
35913,2019-02-28,331,Tulln,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
35928,2019-02-28,331,Tulln,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
35955,2019-02-28,331,Tulln,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
35978,2019-02-28,331,Tulln,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),8,0,19
36000,2019-02-28,331,Tulln,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
36018,2019-02-28,331,Tulln,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
36077,2019-02-28,331,Tulln,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
36099,2019-02-28,332,Waidhofen/Thaya,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
36151,2019-02-28,332,Waidhofen/Thaya,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
36246,2019-02-28,333,Waidhofen/Ybbs,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
36299,2019-02-28,334,Wr. Neustadt,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
36329,2019-02-28,334,Wr. Neustadt,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
36463,2019-02-28,334,Wr. Neustadt,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
36506,2019-02-28,334,Wr. Neustadt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
36545,2019-02-28,334,Wr. Neustadt,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
36756,2019-02-28,335,Zwettl,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
36819,2019-02-28,401,Braunau,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),8,0,19
36870,2019-02-28,401,Braunau,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
36885,2019-02-28,401,Braunau,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
